-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M
Model: XGB-BiLSTM Stacking
Stacking Metrics: MAE=0.135 RMSE=0.175 MAPE=3.97% R2=0.993
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 3.52 m/s, termasuk kategori angin sedang. Nilai tertinggi mencapai 8.99 m/s dan terendah 1.74 m/s, dengan standar deviasi 1.60 m/s. Nilai cenderung paling tinggi sekitar pukul 10:00 dan paling rendah sekitar pukul 22:00. Secara umum tren kecepatan angin menurun menuju akhir periode. 

Model terbaik adalah XGB-BiLSTM Stacking dengan MAPE 3.97% dan RMSE 0.175. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_BiLSTM_Stacked
2020;3;14;7;0,4;0,501;0,483
2020;3;14;8;0,43;0,5;0,341
2020;3;14;9;0,57;0,57;0,5
2020;3;14;10;0,84;0,759;0,698
2020;3;14;11;1,3;1,238;0,937
2020;3;14;12;1,94;1,712;1,626
2020;3;14;13;2,42;2,299;2,377
2020;3;14;14;2,65;2,725;2,617
2020;3;14;15;2,8;2,824;2,657
2020;3;14;16;2,78;2,864;2,787
2020;3;14;17;2,51;2,657;2,722
2020;3;14;18;2,19;2,326;2,303
2020;3;14;19;1,91;1,969;2,027
2020;3;14;20;1,71;1,745;1,736
2020;3;14;21;1,62;1,578;1,61
2020;3;14;22;1,56;1,592;1,665
2020;3;14;23;1,39;1,52;1,559
2020;3;15;0;1,09;1,248;1,3
2020;3;15;1;0,63;0,863;0,922
2020;3;15;2;0,12;0,446;0,354
2020;3;15;3;0,61;0,494;-0,021
2020;3;15;4;1,09;0,851;1,303
2020;3;15;5;1,46;1,331;1,069
2020;3;15;6;1,74;1,792;2,055
2020;3;15;7;2,06;2,01;1,84
2020;3;15;8;2,09;2,151;2,263
2020;3;15;9;1,91;2,114;2,069
2020;3;15;10;1,52;1,768;1,723
2020;3;15;11;1,03;1,181;1,252
2020;3;15;12;0,46;0,769;0,692
2020;3;15;13;0,43;0,437;0,34
2020;3;15;14;0,81;0,707;0,653
2020;3;15;15;1,1;0,923;1,115
2020;3;15;16;1,34;1,355;1,356
2020;3;15;17;1,67;1,664;1,412
2020;3;15;18;2,06;1,978;1,887
2020;3;15;19;2,32;2,314;2,41
2020;3;15;20;2,44;2,479;2,323
2020;3;15;21;2,63;2,619;2,509
2020;3;15;22;2,64;2,702;2,688
2020;3;15;23;2,62;2,689;2,547
2020;3;16;0;2,6;2,602;2,586
2020;3;16;1;2,53;2,573;2,564
2020;3;16;2;2,53;2,494;2,358
2020;3;16;3;2,55;2,509;2,556
2020;3;16;4;2,46;2,595;2,541
2020;3;16;5;2,42;2,446;2,302
2020;3;16;6;2,76;2,567;2,397
2020;3;16;7;3,4;3,07;3,154
2020;3;16;8;3,82;3,67;3,778
2020;3;16;9;3,84;3,923;3,929
2020;3;16;10;3,61;3,746;3,65
2020;3;16;11;3,24;3,302;3,283
2020;3;16;12;2,48;2,662;2,92
2020;3;16;13;1,61;1,838;1,808
2020;3;16;14;0,85;1,038;1,06
2020;3;16;15;0,46;0,563;0,574
2020;3;16;16;0,81;0,655;0,484
2020;3;16;17;1,21;1,075;1,197
2020;3;16;18;1,49;1,503;1,493
2020;3;16;19;1,71;1,759;1,677
2020;3;16;20;1,95;1,951;1,779
2020;3;16;21;2,23;2,125;2,087
2020;3;16;22;2,44;2,455;2,381
2020;3;16;23;2,56;2,554;2,519
2020;3;17;0;2,6;2,687;2,592
2020;3;17;1;2,7;2,693;2,582
2020;3;17;2;2,84;2,778;2,681
2020;3;17;3;3,01;2,948;2,94
2020;3;17;4;3,0;3,031;3,001
2020;3;17;5;2,9;3,008;2,879
2020;3;17;6;2,85;2,875;2,765
2020;3;17;7;2,99;2,922;2,905
2020;3;17;8;3,04;3,01;2,928
2020;3;17;9;3,0;2,963;2,989
2020;3;17;10;2,76;2,774;2,81
2020;3;17;11;2,28;2,381;2,446
2020;3;17;12;1,71;1,923;1,797
2020;3;17;13;1,34;1,448;1,275
2020;3;17;14;1,34;1,252;1,157
2020;3;17;15;1,48;1,38;1,38
2020;3;17;16;1,53;1,573;1,661
2020;3;17;17;1,57;1,67;1,566
2020;3;17;18;1,62;1,663;1,576
2020;3;17;19;1,72;1,748;1,749
2020;3;17;20;1,87;1,837;1,73
2020;3;17;21;2,02;2,031;2,049
2020;3;17;22;2,13;2,121;2,13
2020;3;17;23;2,18;2,199;2,209
2020;3;18;0;2,28;2,284;2,238
2020;3;18;1;2,4;2,381;2,39
2020;3;18;2;2,54;2,498;2,435
2020;3;18;3;2,65;2,689;2,684
2020;3;18;4;2,86;2,849;2,656
2020;3;18;5;3,27;3,067;2,99
2020;3;18;6;3,71;3,528;3,597
2020;3;18;7;4,13;4,025;3,957
2020;3;18;8;4,11;4,233;4,225
2020;3;18;9;3,64;3,976;3,896
2020;3;18;10;2,95;3,242;3,064
2020;3;18;11;2,21;2,517;2,371
2020;3;18;12;1,49;1,772;1,65
2020;3;18;13;0,87;1,077;0,967
2020;3;18;14;0,61;0,757;0,542
2020;3;18;15;0,46;0,5;0,567
2020;3;18;16;0,35;0,525;0,415
2020;3;18;17;0,9;0,771;0,318
2020;3;18;18;1,11;1,241;1,449
2020;3;18;19;1,29;1,336;1,093
2020;3;18;20;1,52;1,571;1,381
2020;3;18;21;1,82;1,688;1,626
2020;3;18;22;1,92;1,945;2,045
2020;3;18;23;1,41;1,816;1,948
2020;3;19;0;0,51;1,054;0,914
2020;3;19;1;0,2;0,486;0,13
2020;3;19;2;0,41;0,464;0,296
2020;3;19;3;0,65;0,568;0,674
2020;3;19;4;0,96;1,05;0,868
2020;3;19;5;0,9;1,091;1,2
2020;3;19;6;0,46;0,729;0,822
2020;3;19;7;0,17;0,512;0,286
2020;3;19;8;0,65;0,521;0,107
2020;3;19;9;0,77;0,794;1,215
2020;3;19;10;0,87;0,834;0,646
2020;3;19;11;1,13;1,034;1,026
2020;3;19;12;1,3;1,21;1,125
2020;3;19;13;1,25;1,338;1,306
2020;3;19;14;0,99;1,101;1,033
2020;3;19;15;0,8;0,87;0,685
2020;3;19;16;0,66;0,807;0,659
2020;3;19;17;0,6;0,76;0,736
2020;3;19;18;0,63;0,619;0,383
2020;3;19;19;0,66;0,637;0,811
2020;3;19;20;0,56;0,637;0,769
2020;3;19;21;0,36;0,674;0,225
2020;3;19;22;0,32;0,486;0,659
2020;3;19;23;0,4;0,531;0,031
2020;3;20;0;0,6;0,531;0,848
2020;3;20;1;0,76;0,828;0,543
2020;3;20;2;0,99;1,028;0,975
2020;3;20;3;1,55;1,324;1,2
2020;3;20;4;1,92;1,926;1,99
2020;3;20;5;1,9;2,056;2,242
2020;3;20;6;1,55;1,84;1,811
2020;3;20;7;1,35;1,461;1,373
2020;3;20;8;1,43;1,389;1,219
2020;3;20;9;1,67;1,51;1,706
2020;3;20;10;1,81;1,824;1,829
2020;3;20;11;1,82;1,955;1,93
2020;3;20;12;1,83;1,929;1,833
2020;3;20;13;1,83;1,892;1,841
2020;3;20;14;1,83;1,88;1,77
2020;3;20;15;2,01;1,924;1,818
2020;3;20;16;2,35;2,194;2,176
2020;3;20;17;2,56;2,522;2,593
2020;3;20;18;2,68;2,751;2,677
2020;3;20;19;2,68;2,787;2,656
2020;3;20;20;2,39;2,587;2,616
2020;3;20;21;2,08;2,232;2,072
2020;3;20;22;2,27;2,136;1,883
2020;3;20;23;2,88;2,458;2,546
2020;3;21;0;3,29;3,153;3,307
2020;3;21;1;3,16;3,375;3,482
2020;3;21;2;2,66;3,071;2,794
2020;3;21;3;2,01;2,33;2,171
2020;3;21;4;1,51;1,677;1,422
2020;3;21;5;1,87;1,474;1,131
2020;3;21;6;2,79;2,239;2,284
2020;3;21;7;3,53;3,298;3,557
2020;3;21;8;3,5;3,639;3,761
2020;3;21;9;3,07;3,347;3,278
2020;3;21;10;2,66;2,711;2,522
2020;3;21;11;2,23;2,251;2,36
2020;3;21;12;1,65;1,733;1,837
2020;3;21;13;0,99;1,175;1,198
2020;3;21;14;0,68;0,647;0,566
2020;3;21;15;0,71;0,754;0,595
2020;3;21;16;0,66;0,827;1,052
2020;3;21;17;0,53;0,663;0,439
2020;3;21;18;0,49;0,663;0,86
2020;3;21;19;0,62;0,737;0,359
2020;3;21;20;0,72;0,737;0,896
2020;3;21;21;0,7;0,866;0,75
2020;3;21;22;0,53;0,672;0,647
2020;3;21;23;0,64;0,672;0,582
2020;3;22;0;1,04;0,921;0,836
2020;3;22;1;1,47;1,319;1,44
2020;3;22;2;1,87;1,791;1,838
2020;3;22;3;2,03;2,084;2,231
2020;3;22;4;2,09;2,148;2,112
2020;3;22;5;2,2;2,211;2,178
2020;3;22;6;2,36;2,367;2,385
2020;3;22;7;2,82;2,652;2,569
2020;3;22;8;3,56;3,198;3,123
2020;3;22;9;3,65;3,727;4,05
2020;3;22;10;3,32;3,74;3,411
2020;3;22;11;2,95;3,165;2,917
2020;3;22;12;2,64;2,758;2,747
2020;3;22;13;2,37;2,435;2,321
2020;3;22;14;1,93;2,145;2,088
2020;3;22;15;1,42;1,629;1,581
2020;3;22;16;1,17;1,213;0,978
2020;3;22;17;1,35;1,186;1,072
2020;3;22;18;1,65;1,512;1,587
2020;3;22;19;1,84;1,899;1,88
2020;3;22;20;1,87;1,978;1,903
2020;3;22;21;1,76;1,898;1,85
2020;3;22;22;1,9;1,825;1,641
2020;3;22;23;2,19;2,022;2,098
2020;3;23;0;2,42;2,381;2,469
2020;3;23;1;2,45;2,524;2,607
2020;3;23;2;2,38;2,479;2,36
2020;3;23;3;2,29;2,341;2,381
2020;3;23;4;2,26;2,212;2,12
2020;3;23;5;2,21;2,246;2,249
2020;3;23;6;1,92;2,118;2,172
2020;3;23;7;1,69;1,852;1,778
2020;3;23;8;1,78;1,653;1,399
2020;3;23;9;2,01;1,888;2,02
2020;3;23;10;2,06;2,124;2,17
2020;3;23;11;1,92;2,109;1,95
2020;3;23;12;1,7;1,902;1,76
2020;3;23;13;1,44;1,6;1,471
2020;3;23;14;1,15;1,341;1,155
2020;3;23;15;0,84;0,953;0,891
2020;3;23;16;0,53;0,706;0,593
2020;3;23;17;0,24;0,541;0,342
2020;3;23;18;0,12;0,47;0,159
2020;3;23;19;0,25;0,518;0,131
2020;3;23;20;0,36;0,528;0,411
2020;3;23;21;0,44;0,528;0,42
2020;3;23;22;0,57;0,553;0,464
2020;3;23;23;0,75;0,745;0,699
2020;3;24;0;0,88;0,919;0,88
2020;3;24;1;1,03;1,0;0,971
2020;3;24;2;1,21;1,193;1,1
2020;3;24;3;1,39;1,33;1,393
2020;3;24;4;1,29;1,492;1,504
2020;3;24;5;1,05;1,298;1,193
2020;3;24;6;0,91;1,054;0,903
2020;3;24;7;0,84;0,932;0,972
2020;3;24;8;0,81;0,881;0,743
2020;3;24;9;0,75;0,933;0,884
2020;3;24;10;0,56;0,783;0,73
2020;3;24;11;0,44;0,591;0,444
2020;3;24;12;0,57;0,729;0,468
2020;3;24;13;0,85;0,747;0,777
2020;3;24;14;1,13;1,156;1,079
2020;3;24;15;1,39;1,331;1,312
2020;3;24;16;1,58;1,615;1,516
2020;3;24;17;1,71;1,786;1,734
2020;3;24;18;1,81;1,833;1,729
2020;3;24;19;1,96;1,971;2,076
2020;3;24;20;2,16;2,158;1,936
2020;3;24;21;2,4;2,359;2,455
2020;3;24;22;2,71;2,62;2,512
2020;3;24;23;3,06;2,932;2,981
2020;3;25;0;3,49;3,333;3,313
2020;3;25;1;4,08;3,87;3,803
2020;3;25;2;4,71;4,472;4,412
2020;3;25;3;5,16;5,005;5,136
2020;3;25;4;4,98;5,21;5,26
2020;3;25;5;4,24;4,735;4,588
2020;3;25;6;3,36;3,76;3,543
2020;3;25;7;2,98;3,044;2,808
2020;3;25;8;2,72;2,714;2,706
2020;3;25;9;2,1;2,288;2,587
2020;3;25;10;1,49;1,615;1,606
2020;3;25;11;1,16;1,121;1,036
2020;3;25;12;0,83;0,866;1,012
2020;3;25;13;0,36;0,593;0,564
2020;3;25;14;0,14;0,459;0,291
2020;3;25;15;0,61;0,527;0,392
2020;3;25;16;1,14;0,84;0,934
2020;3;25;17;1,59;1,409;1,776
2020;3;25;18;1,86;1,856;1,746
2020;3;25;19;2,01;2,095;2,273
2020;3;25;20;2,08;2,145;2,016
2020;3;25;21;2,18;2,214;2,173
2020;3;25;22;2,35;2,303;2,269
2020;3;25;23;2,66;2,549;2,532
2020;3;26;0;2,96;2,873;2,943
2020;3;26;1;3,16;3,126;3,205
2020;3;26;2;3,35;3,343;3,223
2020;3;26;3;3,51;3,504;3,489
2020;3;26;4;3,6;3,633;3,5
2020;3;26;5;3,7;3,699;3,512
2020;3;26;6;3,92;3,836;3,677
2020;3;26;7;4,3;4,113;4,1
2020;3;26;8;4,11;4,222;4,302
2020;3;26;9;3,47;3,783;3,778
2020;3;26;10;2,76;2,855;2,803
2020;3;26;11;2,24;2,266;2,227
2020;3;26;12;1,93;1,963;1,93
2020;3;26;13;1,99;1,86;1,749
2020;3;26;14;2,18;2,031;2,174
2020;3;26;15;2,24;2,28;2,367
2020;3;26;16;2,37;2,395;2,304
2020;3;26;17;2,55;2,486;2,548
2020;3;26;18;2,69;2,703;2,701
2020;3;26;19;2,91;2,887;2,955
2020;3;26;20;3,24;3,132;3,009
2020;3;26;21;3,7;3,528;3,519
2020;3;26;22;3,92;3,9;4,033
2020;3;26;23;3,88;4,02;4,02
2020;3;27;0;3,68;3,877;3,787
2020;3;27;1;3,6;3,609;3,603
2020;3;27;2;3,69;3,602;3,413
2020;3;27;3;4,17;3,869;3,746
2020;3;27;4;4,96;4,547;4,429
2020;3;27;5;5,33;5,247;5,431
2020;3;27;6;5,22;5,416;5,317
2020;3;27;7;5,45;5,417;4,903
2020;3;27;8;5,74;5,556;5,449
2020;3;27;9;5,84;5,852;5,717
2020;3;27;10;5,83;5,893;5,6
2020;3;27;11;5,82;5,804;5,621
2020;3;27;12;5,8;5,751;5,614
2020;3;27;13;5,63;5,705;5,536
2020;3;27;14;5,36;5,502;5,362
2020;3;27;15;5,16;5,22;5,032
2020;3;27;16;5,11;5,081;4,936
2020;3;27;17;4,92;4,984;5,092
2020;3;27;18;4,75;4,792;4,76
2020;3;27;19;4,56;4,608;4,636
2020;3;27;20;4,16;4,389;4,522
2020;3;27;21;4,03;4,07;3,882
2020;3;27;22;4,23;4,051;3,997
2020;3;27;23;4,35;4,257;4,427
2020;3;28;0;4,71;4,571;4,258
2020;3;28;1;5,36;5,006;4,966
2020;3;28;2;5,89;5,609;5,751
2020;3;28;3;6,14;6,022;6,093
2020;3;28;4;5,87;6,089;6,061
2020;3;28;5;5,53;5,716;5,446
2020;3;28;6;5,38;5,355;5,027
2020;3;28;7;5,27;5,272;5,206
2020;3;28;8;4,88;5,022;4,939
2020;3;28;9;4,42;4,536;4,332
2020;3;28;10;4,0;4,016;3,913
2020;3;28;11;3,5;3,46;3,561
2020;3;28;12;2,99;3,001;3,026
2020;3;28;13;2,63;2,596;2,597
2020;3;28;14;2,36;2,427;2,41
2020;3;28;15;2,26;2,248;2,368
2020;3;28;16;2,2;2,151;2,154
2020;3;28;17;2,24;2,228;2,545
2020;3;28;18;2,58;2,392;2,116
2020;3;28;19;3,13;2,888;3,109
2020;3;28;20;3,69;3,449;3,608
2020;3;28;21;4,06;3,997;3,967
2020;3;28;22;4,24;4,278;4,377
2020;3;28;23;4,39;4,388;4,266
2020;3;29;0;4,54;4,484;4,472
2020;3;29;1;4,33;4,523;4,708
2020;3;29;2;3,69;4,07;4,064
2020;3;29;3;3,1;3,352;3,222
2020;3;29;4;2,68;2,796;2,766
2020;3;29;5;2,31;2,42;2,491
2020;3;29;6;2,2;2,167;2,165
2020;3;29;7;2,33;2,219;2,413
2020;3;29;8;2,56;2,423;2,364
2020;3;29;9;2,93;2,804;2,735
2020;3;29;10;3,24;3,147;3,304
2020;3;29;11;3,51;3,481;3,379
2020;3;29;12;3,65;3,632;3,656
2020;3;29;13;3,69;3,735;3,686
2020;3;29;14;3,74;3,753;3,627
2020;3;29;15;3,91;3,837;3,74
2020;3;29;16;3,92;3,909;4,078
2020;3;29;17;3,74;3,847;3,803
2020;3;29;18;3,76;3,75;3,677
2020;3;29;19;3,99;3,839;3,833
2020;3;29;20;4,45;4,188;4,162
2020;3;29;21;4,73;4,619;4,77
2020;3;29;22;3,74;4,472;4,839
2020;3;29;23;2,83;3,256;2,711
2020;3;30;0;2,7;2,64;2,312
2020;3;30;1;2,6;2,555;3,081
2020;3;30;2;2,59;2,566;2,248
2020;3;30;3;2,79;2,664;2,757
2020;3;30;4;3,06;2,92;3,04
2020;3;30;5;3,31;3,257;3,105
2020;3;30;6;3,42;3,466;3,559
2020;3;30;7;3,66;3,619;3,562
2020;3;30;8;3,84;3,801;3,718
2020;3;30;9;4,02;4,022;3,952
2020;3;30;10;4,13;4,151;4,19
2020;3;30;11;4,28;4,263;4,105
2020;3;30;12;4,42;4,371;4,357
2020;3;30;13;4,63;4,571;4,442
2020;3;30;14;4,68;4,68;4,63
2020;3;30;15;4,54;4,693;4,535
2020;3;30;16;4,2;4,394;4,293
2020;3;30;17;3,65;3,883;3,773
2020;3;30;18;3,28;3,364;3,185
2020;3;30;19;3,18;3,128;3,011
2020;3;30;20;3,2;3,095;3,123
2020;3;30;21;3,25;3,219;3,187
2020;3;30;22;3,16;3,233;3,261
2020;3;30;23;2,9;3,057;2,962
2020;3;31;0;2,49;2,719;2,698
2020;3;31;1;2,24;2,299;2,255
2020;3;31;2;2,23;2,168;2,008
2020;3;31;3;2,18;2,166;2,363
2020;3;31;4;1,85;2,037;2,032
2020;3;31;5;1,27;1,61;1,528
2020;3;31;6;0,68;0,992;0,896
2020;3;31;7;0,65;0,654;0,446
2020;3;31;8;1,0;0,826;0,723
2020;3;31;9;0,97;1,088;1,329
2020;3;31;10;0,88;1,063;0,849
2020;3;31;11;1,28;1,119;0,791
2020;3;31;12;1,82;1,647;1,732
2020;3;31;13;2,16;2,096;2,145
2020;3;31;14;2,23;2,326;2,297
2020;3;31;15;2,21;2,31;2,117
2020;3;31;16;2,19;2,26;2,117
2020;3;31;17;2,11;2,209;2,136
2020;3;31;18;2,02;2,068;2,045
2020;3;31;19;2,06;2,051;2,003
2020;3;31;20;2,07;2,114;2,053
2020;3;31;21;2,08;2,122;2,034
2020;3;31;22;1,94;2,068;2,057
2020;3;31;23;1,75;1,888;1,781
2020;4;1;0;1,72;1,688;1,593
2020;4;1;1;1,89;1,755;1,722
2020;4;1;2;1,86;1,915;2,046
2020;4;1;3;1,35;1,7;1,662
2020;4;1;4;0,77;1,1;0,896
2020;4;1;5;0,28;0,585;0,332
2020;4;1;6;0,43;0,442;0,208
2020;4;1;7;1,02;0,824;0,781
2020;4;1;8;1,37;1,297;1,387
2020;4;1;9;1,78;1,768;1,697
2020;4;1;10;2,13;2,138;2,035
2020;4;1;11;2,67;2,515;2,428
2020;4;1;12;3,43;3,134;3,156
2020;4;1;13;3,99;3,774;3,977
2020;4;1;14;4,29;4,28;4,309
2020;4;1;15;4,43;4,403;4,344
2020;4;1;16;4,37;4,442;4,386
2020;4;1;17;4,21;4,288;4,21
2020;4;1;18;4,2;4,145;4,013
2020;4;1;19;4,53;4,318;4,192
2020;4;1;20;4,86;4,657;4,75
2020;4;1;21;5,01;5,007;4,957
2020;4;1;22;4,99;5,07;4,985
2020;4;1;23;4,96;5,032;4,819
2020;4;2;0;4,93;4,946;4,788
2020;4;2;1;4,78;4,844;4,819
2020;4;2;2;4,55;4,638;4,444
2020;4;2;3;4,3;4,405;4,341
2020;4;2;4;4,14;4,142;3,911
2020;4;2;5;4,01;4,031;3,982
2020;4;2;6;3,86;3,904;3,926
2020;4;2;7;3,92;3,881;3,858
2020;4;2;8;4,02;3,951;3,885
2020;4;2;9;4,22;4,091;4,102
2020;4;2;10;4,55;4,348;4,431
2020;4;2;11;4,89;4,729;4,748
2020;4;2;12;5,02;5,021;5,103
2020;4;2;13;4,74;5,029;4,982
2020;4;2;14;4,26;4,566;4,327
2020;4;2;15;4,03;4,018;3,801
2020;4;2;16;4,15;3,966;3,919
2020;4;2;17;4,11;4,135;4,315
2020;4;2;18;3,94;4,055;4,026
2020;4;2;19;3,97;3,917;3,775
2020;4;2;20;4,05;3,98;4,001
2020;4;2;21;4,03;4,068;4,026
2020;4;2;22;3,96;4,034;3,95
2020;4;2;23;3,9;3,955;3,863
2020;4;3;0;3,9;3,891;3,814
2020;4;3;1;3,95;3,922;3,891
2020;4;3;2;4,07;3,978;3,882
2020;4;3;3;4,03;4,072;4,18
2020;4;3;4;3,77;3,978;3,815
2020;4;3;5;3,56;3,674;3,473
2020;4;3;6;3,24;3,331;3,424
2020;4;3;7;3,21;3,206;3,112
2020;4;3;8;3,37;3,236;3,096
2020;4;3;9;3,62;3,51;3,645
2020;4;3;10;3,71;3,75;3,865
2020;4;3;11;3,68;3,78;3,718
2020;4;3;12;3,66;3,703;3,666
2020;4;3;13;3,61;3,671;3,636
2020;4;3;14;3,43;3,551;3,503
2020;4;3;15;3,09;3,248;3,243
2020;4;3;16;2,75;2,875;2,841
2020;4;3;17;2,71;2,64;2,526
2020;4;3;18;2,9;2,759;2,854
2020;4;3;19;2,96;2,952;3,159
2020;4;3;20;2,59;2,916;2,931
2020;4;3;21;2,08;2,343;2,24
2020;4;3;22;1,8;1,886;1,714
2020;4;3;23;1,94;1,782;1,715
2020;4;4;0;2,4;2,092;2,168
2020;4;4;1;3,03;2,754;2,836
2020;4;4;2;3,58;3,376;3,442
2020;4;4;3;3,45;3,686;3,949
2020;4;4;4;2,64;3,196;3,055
2020;4;4;5;2,17;2,346;1,848
2020;4;4;6;2,06;2,022;1,983
2020;4;4;7;1,15;1,579;2,201
2020;4;4;8;1,54;1,246;0,429
2020;4;4;9;1,9;1,596;2,201
2020;4;4;10;2,12;2,17;2,211
2020;4;4;11;2,83;2,565;2,272
2020;4;4;12;3,41;3,182;3,432
2020;4;4;13;3,65;3,646;3,814
2020;4;4;14;3,64;3,813;3,584
2020;4;4;15;3,53;3,628;3,489
2020;4;4;16;3,26;3,375;3,398
2020;4;4;17;2,81;3,012;2,943
2020;4;4;18;2,35;2,514;2,525
2020;4;4;19;2,0;2,133;2,13
2020;4;4;20;1,72;1,781;1,695
2020;4;4;21;1,59;1,608;1,553
2020;4;4;22;1,54;1,566;1,57
2020;4;4;23;1,51;1,59;1,538
2020;4;5;0;1,57;1,481;1,543
2020;4;5;1;1,67;1,641;1,664
2020;4;5;2;1,67;1,732;1,677
2020;4;5;3;1,67;1,773;1,683
2020;4;5;4;1,51;1,677;1,553
2020;4;5;5;1,33;1,441;1,313
2020;4;5;6;1,43;1,344;1,242
2020;4;5;7;1,55;1,541;1,652
2020;4;5;8;1,39;1,629;1,519
2020;4;5;9;1,19;1,394;1,336
2020;4;5;10;1,09;1,12;0,97
2020;4;5;11;1,21;1,231;1,157
2020;4;5;12;1,29;1,326;1,327
2020;4;5;13;1,32;1,431;1,384
2020;4;5;14;1,34;1,433;1,281
2020;4;5;15;1,41;1,382;1,347
2020;4;5;16;1,56;1,549;1,445
2020;4;5;17;1,7;1,697;1,644
2020;4;5;18;1,81;1,807;1,813
2020;4;5;19;1,87;1,913;1,862
2020;4;5;20;1,95;1,986;1,877
2020;4;5;21;2,12;2,062;1,949
2020;4;5;22;2,49;2,361;2,259
2020;4;5;23;3,03;2,775;2,747
2020;4;6;0;3,64;3,375;3,406
2020;4;6;1;4,16;4,005;4,056
2020;4;6;2;4,54;4,461;4,404
2020;4;6;3;4,77;4,754;4,779
2020;4;6;4;4,82;4,865;4,768
2020;4;6;5;4,76;4,816;4,746
2020;4;6;6;4,68;4,714;4,657
2020;4;6;7;4,76;4,697;4,602
2020;4;6;8;4,65;4,71;4,674
2020;4;6;9;4,46;4,577;4,46
2020;4;6;10;4,36;4,392;4,29
2020;4;6;11;4,28;4,268;4,282
2020;4;6;12;4,31;4,3;4,171
2020;4;6;13;4,42;4,327;4,275
2020;4;6;14;4,57;4,512;4,447
2020;4;6;15;4,73;4,628;4,549
2020;4;6;16;4,93;4,814;4,74
2020;4;6;17;5,08;5,019;4,98
2020;4;6;18;5,26;5,201;5,074
2020;4;6;19;5,54;5,439;5,245
2020;4;6;20;5,72;5,67;5,624
2020;4;6;21;5,73;5,79;5,678
2020;4;6;22;5,61;5,71;5,568
2020;4;6;23;5,42;5,517;5,456
2020;4;7;0;5,3;5,294;5,177
2020;4;7;1;5,25;5,217;5,231
2020;4;7;2;5,26;5,233;5,068
2020;4;7;3;5,35;5,308;5,28
2020;4;7;4;5,43;5,404;5,21
2020;4;7;5;5,47;5,501;5,339
2020;4;7;6;5,54;5,536;5,374
2020;4;7;7;5,87;5,751;5,485
2020;4;7;8;6,17;6,045;5,921
2020;4;7;9;6,49;6,329;6,161
2020;4;7;10;6,63;6,588;6,489
2020;4;7;11;6,58;6,669;6,531
2020;4;7;12;6,49;6,56;6,324
2020;4;7;13;6,37;6,406;6,281
2020;4;7;14;6,16;6,263;6,166
2020;4;7;15;5,91;5,974;5,854
2020;4;7;16;5,69;5,749;5,639
2020;4;7;17;5,42;5,475;5,489
2020;4;7;18;5,27;5,282;5,214
2020;4;7;19;5,32;5,194;5,16
2020;4;7;20;5,4;5,315;5,368
2020;4;7;21;5,5;5,488;5,347
2020;4;7;22;5,57;5,581;5,502
2020;4;7;23;5,54;5,616;5,552
2020;4;8;0;5,45;5,528;5,39
2020;4;8;1;5,2;5,309;5,351
2020;4;8;2;4,78;4,956;4,848
2020;4;8;3;4,29;4,451;4,505
2020;4;8;4;3,91;3,989;3,838
2020;4;8;5;3,71;3,694;3,686
2020;4;8;6;3,51;3,536;3,685
2020;4;8;7;3,47;3,48;3,555
2020;4;8;8;3,44;3,439;3,308
2020;4;8;9;3,63;3,539;3,466
2020;4;8;10;4,02;3,785;3,925
2020;4;8;11;4,38;4,267;4,287
2020;4;8;12;4,63;4,554;4,59
2020;4;8;13;4,72;4,765;4,714
2020;4;8;14;4,68;4,782;4,633
2020;4;8;15;4,52;4,628;4,515
2020;4;8;16;4,24;4,389;4,323
2020;4;8;17;3,95;4,03;4,023
2020;4;8;18;3,87;3,817;3,822
2020;4;8;19;3,97;3,841;3,941
2020;4;8;20;4,12;4,04;4,068
2020;4;8;21;4,26;4,205;4,243
2020;4;8;22;4,33;4,303;4,366
2020;4;8;23;4,31;4,385;4,349
2020;4;9;0;4,28;4,356;4,282
2020;4;9;1;4,27;4,257;4,309
2020;4;9;2;4,24;4,218;4,162
2020;4;9;3;4,28;4,218;4,274
2020;4;9;4;4,21;4,235;4,244
2020;4;9;5;4,06;4,139;4,105
2020;4;9;6;3,88;3,96;3,98
2020;4;9;7;3,96;3,884;3,852
2020;4;9;8;4,2;4,006;4,04
2020;4;9;9;4,26;4,251;4,304
2020;4;9;10;4,42;4,409;4,332
2020;4;9;11;4,74;4,55;4,514
2020;4;9;12;5,15;4,93;4,973
2020;4;9;13;5,5;5,359;5,315
2020;4;9;14;5,63;5,623;5,568
2020;4;9;15;5,48;5,634;5,471
2020;4;9;16;5,09;5,365;5,128
2020;4;9;17;4,54;4,706;4,649
2020;4;9;18;4,35;4,296;4,126
2020;4;9;19;4,33;4,183;4,274
2020;4;9;20;4,19;4,213;4,334
2020;4;9;21;4,01;4,093;3,977
2020;4;9;22;3,86;3,919;3,887
2020;4;9;23;3,74;3,734;3,732
2020;4;10;0;3,61;3,652;3,59
2020;4;10;1;3,45;3,494;3,537
2020;4;10;2;3,29;3,322;3,178
2020;4;10;3;3,03;3,089;3,203
2020;4;10;4;2,63;2,775;2,7
