-BEGIN HEADER-
Dataset: NASA_Baron_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.19 RMSE=0.253 sMAPE=7.13% R2=0.962
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.605° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=1.076 RMSE=1.446 MAE=1.08 R2=0.964
T2M | Model: XGB-LSTM [T2M] | MAE=0.226 RMSE=0.296 sMAPE=0.87% R2=0.973
PS | Model: XGB-LSTM [PS] | MAE=0.023 RMSE=0.029 MAE=0.023 R2=0.969

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **1.24 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **4.68 m/s**, terendah **0.68 m/s**. Puncak pukul **12:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **7.13%** | RMSE **0.253** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **266.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **292.11 derajat**, terendah **257.88 derajat**. Puncak pukul **08:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.605°** | Acc±15° **98.3%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **57.16 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **86.74 %**, terendah **54.38 %**. Puncak pukul **07:00**, terendah pukul **06:00**. Model: **XGB-LSTM [RH2M]** | MAE **1.08%** | RMSE **1.446** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **22.26 °C**, kategori **sejuk**, tren menurun menuju akhir periode. Tertinggi **26.67 °C**, terendah **21.35 °C**. Puncak pukul **09:00**, terendah pukul **23:00**. Model: **XGB-LSTM [T2M]** | sMAPE **0.87%** | RMSE **0.296** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **98.69 kPa**, kategori **rendah**, tren relatif stabil sepanjang periode. Tertinggi **99.32 kPa**, terendah **98.65 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-LSTM [PS]** | MAE **0.02%** | RMSE **0.029** (akurasi **tinggi**).


Rata-rata error keseluruhan: **2.28%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_LSTM_T2M;XGB_Base_PS;XGB_LSTM_PS
2014;9;10;6;4,61;129,08;83,19;22,61;99,6;4,591;4,22;128,934;127,422;84,315;84,567;22,194;22,074;99,595;99,539
2014;9;10;7;5,58;129,66;73,69;24,44;99,65;5,407;5,054;129,357;129,017;73,865;76,643;24,106;23,742;99,649;99,584
2014;9;10;8;5,7;129,66;67,19;25,87;99,69;5,722;5,872;129,43;129,901;64,691;66,879;25,483;25,372;99,683;99,606
2014;9;10;9;5,7;131,16;62,62;26,98;99,69;5,836;6,07;131,389;130,009;60,094;59,462;27,043;27,008;99,67;99,58
2014;9;10;10;5,79;134,45;59,31;27,84;99,62;5,831;5,747;134,712;132,945;58,158;56,655;28,019;28,204;99,62;99,535
2014;9;10;11;5,91;138,16;57,19;28,38;99,53;5,969;6,129;138,103;137,58;57,109;56,523;28,474;28,61;99,546;99,474
2014;9;10;12;6,09;141,25;55,75;28,72;99,43;6,115;6,092;140,981;141,008;56,723;56,508;28,624;28,494;99,449;99,394
2014;9;10;13;6,34;143,67;55,44;28,7;99,35;6,36;6,241;143,198;143,022;56,187;56,603;28,523;28,269;99,36;99,32
2014;9;10;14;6,67;145,36;56,88;28,2;99,31;6,608;6,464;145,178;144,47;56,597;56,87;28,0;27,909;99,314;99,277
2014;9;10;15;7,0;145,0;59,69;27,44;99,3;6,876;6,542;145,063;145,168;58,527;57,985;27,26;27,144;99,3;99,273
2014;9;10;16;7,02;144,19;64,69;26,26;99,34;6,949;6,77;144,361;142,958;64,45;61,567;25,995;25,881;99,343;99,31
2014;9;10;17;6,37;144,28;73,44;24,54;99,4;6,485;6,467;144,365;141,506;73,383;70,753;24,397;24,374;99,411;99,369
2014;9;10;18;5,74;142,85;79,44;23,53;99,46;5,746;5,584;142,829;142,089;79,746;79,428;23,447;23,234;99,473;99,442
2014;9;10;19;5,22;140,71;82,38;23,07;99,53;5,123;5,216;140,81;139,511;82,434;83,032;22,899;22,873;99,525;99,516
2014;9;10;20;4,78;138,71;84,56;22,74;99,6;4,724;4,68;138,453;136,886;84,197;85,224;22,695;22,502;99,58;99,562
2014;9;10;21;4,58;137,42;85,38;22,6;99,63;4,413;4,429;137,288;135,463;85,444;86,404;22,527;22,217;99,625;99,587
2014;9;10;22;4,42;137,0;85,38;22,62;99,63;4,269;4,374;136,928;135,285;86,457;87,056;22,405;22,039;99,634;99,594
2014;9;10;23;4,37;137,1;85,31;22,54;99,59;4,2;4,3;137,007;136,225;86,46;87,394;22,305;21,925;99,598;99,571
2014;9;11;0;4,32;137,57;85,31;22,41;99,54;4,301;4,241;137,567;137,573;86,045;87,37;22,307;21,872;99,538;99,512
2014;9;11;1;4,22;138,08;85,94;22,22;99,5;4,188;4,316;138,003;137,161;85,338;87,664;22,203;21,884;99,494;99,483
2014;9;11;2;4,16;138,28;86,81;22,04;99,49;4,151;4,168;137,994;137,672;86,524;87,702;22,081;21,832;99,474;99,459
2014;9;11;3;4,08;138,18;87,88;21,87;99,49;4,08;4,11;137,977;136,934;87,434;87,75;21,923;21,745;99,474;99,45
2014;9;11;4;4,0;137,93;88,56;21,75;99,52;3,99;4,269;137,977;136,095;88,184;87,759;21,754;21,756;99,512;99,477
2014;9;11;5;3,98;136,59;88,88;21,66;99,57;3,948;4,182;136,594;135,891;88,996;87,209;21,612;21,965;99,57;99,52
2014;9;11;6;5,06;135,38;82,19;23,05;99,62;4,889;4,357;135,318;134,16;82,796;82,513;22,95;23,054;99,622;99,575
2014;9;11;7;5,86;133,81;74,31;24,51;99,67;5,741;5,386;133,832;133,639;74,524;73,841;24,631;24,45;99,68;99,619
2014;9;11;8;6,07;132,18;68,31;25,82;99,7;6,03;6,43;132,279;132,45;66,63;64,705;25,749;25,758;99,685;99,632
2014;9;11;9;6,14;131,29;63,38;26,97;99,69;6,202;5,825;131,441;131,383;61,933;59,007;26,963;26,915;99,675;99,604
2014;9;11;10;6,28;134,19;59,75;27,83;99,62;6,287;6,462;134,202;131,466;58,949;56,708;27,837;27,831;99,62;99,551
2014;9;11;11;6,47;138,87;57,31;28,4;99,53;6,483;6,306;138,945;137,44;57,643;56,546;28,341;28,325;99,542;99,476
2014;9;11;12;6,65;143,26;55,81;28,67;99,45;6,637;6,615;143,198;142,89;56,807;56,503;28,515;28,47;99,448;99,39
2014;9;11;13;6,83;146,76;55,62;28,52;99,38;6,9;6,852;146,86;146,067;56,412;56,608;28,388;28,405;99,371;99,319
2014;9;11;14;6,9;148,15;57,0;27,98;99,33;7,033;6,794;148,098;148,268;56,641;56,887;27,956;28,057;99,338;99,293
2014;9;11;15;6,77;147,45;59,56;27,08;99,32;6,892;6,903;147,323;147,726;59,063;58,332;27,168;27,226;99,318;99,302
2014;9;11;16;6,31;145,9;64,12;25,87;99,36;6,572;6,421;146,176;145,209;65,111;61,941;25,977;25,974;99,36;99,338
2014;9;11;17;5,18;144,89;72,19;24,24;99,42;5,533;5,8;144,895;142,835;73,251;70,934;24,413;24,519;99,419;99,395
2014;9;11;18;4,37;143,21;78,75;23,23;99,51;4,63;4,603;143,636;142,041;78,796;79,078;23,37;23,448;99,496;99,466
2014;9;11;19;4,03;139,4;82,44;22,79;99,61;4,077;3,86;139,706;139,849;82,258;82,383;22,858;23,07;99,573;99,541
2014;9;11;20;3,76;134,33;85,19;22,49;99,68;3,764;3,815;134,213;134,614;84,435;84,532;22,542;22,703;99,654;99,601
2014;9;11;21;3,6;129,81;87,06;22,33;99,72;3,612;3,708;130,074;129,988;86,217;85,951;22,285;22,313;99,693;99,648
2014;9;11;22;3,54;128,28;88,12;22,24;99,73;3,479;3,59;128,418;126,892;88,077;86,937;22,144;22,087;99,703;99,665
2014;9;11;23;3,51;129,4;88,69;22,21;99,68;3,463;3,516;129,336;127,91;88,768;87,741;22,073;21,913;99,681;99,643
2014;9;12;0;3,52;131,76;89,25;22,12;99,62;3,508;3,562;131,693;131,467;89,361;88,331;22,041;21,773;99,636;99,585
2014;9;12;1;3,64;134,04;89,31;22,04;99,57;3,589;3,528;133,97;133,237;89,655;89,328;22,018;21,703;99,582;99,555
2014;9;12;2;3,65;135,52;89,81;21,86;99,53;3,688;3,615;135,446;135,21;90,017;90,004;21,879;21,589;99,55;99,525
2014;9;12;3;3,67;135,86;90,06;21,69;99,53;3,679;3,707;135,959;135,191;90,391;90,399;21,753;21,478;99,527;99,503
2014;9;12;4;3,67;134,22;90,06;21,58;99,55;3,687;3,776;134,179;134,078;90,098;90,269;21,582;21,434;99,549;99,512
2014;9;12;5;3,67;130,85;90,0;21,52;99,6;3,678;3,956;130,545;131,168;89,906;89,089;21,45;21,786;99,613;99,551
2014;9;12;6;4,69;128,51;82,38;23,07;99,65;4,577;4,05;128,546;127,736;82,891;83,389;22,918;23,004;99,656;99,605
2014;9;12;7;5,25;126,6;73,88;24,65;99,68;5,251;5,15;126,574;126,969;73,414;74,653;24,649;24,389;99,7;99,649
2014;9;12;8;5,24;124,5;66,94;26,18;99,71;5,374;5,634;124,753;126,081;66,092;65,89;25,935;25,694;99,701;99,662
2014;9;12;9;5,27;123,45;60,94;27,63;99,68;5,386;5,329;123,675;124,364;60,862;60,035;27,466;26,995;99,682;99,621
2014;9;12;10;5,33;124,9;56,31;28,8;99,6;5,342;5,467;125,124;124,588;57,337;56,716;28,641;28,131;99,613;99,555
2014;9;12;11;5,4;129,42;52,88;29,63;99,48;5,427;5,647;129,443;127,945;56,414;56,489;29,447;28,898;99,513;99,466
2014;9;12;12;5,55;135,74;50,81;30,11;99,38;5,621;5,585;135,592;134,281;55,968;56,4;29,838;29,324;99,395;99,365
2014;9;12;13;5,76;141,89;50,5;30,12;99,3;5,817;5,778;141,851;140,889;56,068;56,525;29,856;29,523;99,299;99,277
2014;9;12;14;5,98;146,62;51,81;29,7;99,24;6,103;5,869;146,169;145,629;56,109;56,851;29,399;29,355;99,257;99,229
2014;9;12;15;6,29;150,54;55,44;28,75;99,21;6,291;5,906;150,536;148,341;56,54;58,579;28,673;28,582;99,23;99,23
2014;9;12;16;6,72;152,75;62,12;27,14;99,25;6,495;6,039;152,851;150,985;62,385;62,032;26,827;27,248;99,252;99,264
2014;9;12;17;6,58;153,25;72,56;25,04;99,31;6,418;6,278;153,165;151,595;71,976;69,727;25,034;25,486;99,327;99,314
2014;9;12;18;6,11;150,32;80,44;23,78;99,39;6,001;6,068;150,25;150,694;79,517;78,086;23,796;24,084;99,398;99,383
2014;9;12;19;5,48;145,22;84,0;23,27;99,46;5,398;5,654;145,165;145,67;84,076;82,536;23,363;23,534;99,468;99,462
2014;9;12;20;5,0;140,01;86,12;22,97;99,52;4,895;4,949;140,434;139,299;85,948;85,689;22,923;23,061;99,525;99,519
2014;9;12;21;4,81;135,4;86,94;22,87;99,55;4,605;4,499;135,267;134,528;87,249;87,448;22,748;22,665;99,557;99,547
2014;9;12;22;4,35;132,89;87,81;22,76;99,54;4,385;4,553;133,013;131,346;88,177;88,287;22,641;22,463;99,554;99,545
2014;9;12;23;3,94;131,94;88,5;22,62;99,5;4,017;4,275;131,867;131,026;88,719;88,67;22,531;22,345;99,514;99,509
2014;9;13;0;3,67;132,41;88,75;22,55;99,45;3,733;3,721;132,197;132,191;89,247;88,834;22,464;22,252;99,46;99,438
2014;9;13;1;3,48;134,0;89,12;22,4;99,42;3,523;3,73;133,996;132,53;89,53;89,532;22,348;22,202;99,413;99,399
2014;9;13;2;3,41;136,02;89,44;22,26;99,4;3,393;3,508;135,947;134,866;89,991;89,971;22,228;22,077;99,394;99,374
2014;9;13;3;3,39;136,78;89,81;22,13;99,4;3,366;3,387;136,811;136,28;90,169;90,243;22,115;21,949;99,403;99,376
2014;9;13;4;3,43;135,0;90,06;22,05;99,44;3,389;3,672;134,909;135,326;90,012;90,089;22,037;21,919;99,436;99,404
2014;9;13;5;3,55;131,7;89,81;22,02;99,5;3,484;3,655;131,811;131,772;89,876;88,917;21,963;22,118;99,496;99,45
2014;9;13;6;4,68;129,45;82,88;23,35;99,56;4,519;3,942;129,455;128,581;83,301;82,899;23,396;23,389;99,564;99,507
2014;9;13;7;5,08;128,32;75,75;24,76;99,61;5,173;5,082;128,45;127,948;74,154;73,808;24,77;24,947;99,612;99,554
2014;9;13;8;5,09;129,52;69,12;26,26;99,62;5,271;5,397;129,357;128,241;67,207;65,175;26,208;26,361;99,626;99,568
2014;9;13;9;5,11;133,26;63,25;27,62;99,59;5,183;5,041;133,123;131,391;62,588;59,977;27,673;27,588;99,596;99,531
2014;9;13;10;5,28;139,02;58,5;28,66;99,5;5,251;5,373;138,943;137,172;58,715;56,877;28,676;28,52;99,52;99,459
2014;9;13;11;5,61;145,2;55,38;29,26;99,39;5,554;5,404;144,541;143,947;57,0;56,533;29,319;29,103;99,414;99,368
2014;9;13;12;6,02;150,48;53,75;29,44;99,28;5,999;5,874;150,349;149,533;56,342;56,418;29,44;29,353;99,296;99,27
2014;9;13;13;6,34;154,22;54,25;29,19;99,21;6,339;6,316;154,424;153,293;56,228;56,524;29,237;29,274;99,214;99,189
2014;9;13;14;6,46;155,95;56,31;28,55;99,17;6,656;6,494;155,885;155,536;56,442;56,818;28,643;28,793;99,173;99,144
2014;9;13;15;6,37;155,29;59,94;27,58;99,17;6,501;6,506;155,396;155,579;58,709;58,194;27,741;27,72;99,172;99,15
2014;9;13;16;5,94;152,49;65,38;26,29;99,2;6,149;6,214;152,543;152,873;64,569;62,205;26,498;26,217;99,203;99,196
2014;9;13;17;4,57;150,36;74,88;24,48;99,23;5,083;5,634;150,291;148,533;74,393;71,911;24,935;24,565;99,263;99,266
2014;9;13;18;3,53;150,6;83,62;23,19;99,28;4,01;4,01;150,533;146,641;81,27;80,769;23,596;23,497;99,313;99,338
2014;9;13;19;3,07;149,59;88,38;22,57;99,34;3,204;2,96;149,582;148,409;86,204;84,663;22,938;23,183;99,357;99,395
2014;9;13;20;2,82;148,47;91,31;22,14;99,39;2,878;2,875;148,438;146,665;89,833;87,593;22,457;22,76;99,402;99,423
2014;9;13;21;2,61;147,59;93,62;21,8;99,42;2,647;2,819;147,448;145,583;92,475;89,676;22,036;22,332;99,421;99,434
2014;9;13;22;2,51;149,04;95,69;21,49;99,44;2,516;2,702;148,912;145,554;94,695;91,163;21,779;22,02;99,43;99,426
2014;9;13;23;2,55;152,02;97,19;21,24;99,43;2,5;2,427;151,952;149,293;96,45;92,432;21,469;21,736;99,413;99,394
2014;9;14;0;2,7;153,73;98,25;21,05;99,41;2,62;2,666;153,74;154,404;96,909;93,632;21,139;21,462;99,394;99,343
2014;9;14;1;2,87;153,99;98,31;20,94;99,37;2,83;2,783;153,883;153,65;98,078;95,502;20,952;21,23;99,363;99,333
2014;9;14;2;3,03;153,04;98,0;20,89;99,36;2,956;2,945;152,866;152,428;98,098;96,903;20,912;20,957;99,347;99,335
2014;9;14;3;3,15;150,26;97,44;20,84;99,38;3,077;3,081;150,267;150,313;98,126;97,693;20,905;20,722;99,36;99,351
2014;9;14;4;3,19;146,7;97,44;20,7;99,41;3,208;3,29;146,803;146,092;98,089;97,275;20,904;20,546;99,406;99,374
2014;9;14;5;3,19;144,36;97,38;20,62;99,45;3,195;3,424;144,319;142,339;98,005;95,336;20,528;20,876;99,47;99,422
2014;9;14;6;3,82;142,9;86,44;22,71;99,51;3,826;3,493;142,807;141,551;88,014;89,464;22,516;22,304;99,515;99,474
2014;9;14;7;4,53;141,02;75,94;24,49;99,55;4,492;4,259;141,447;141,348;76,078;80,373;24,478;24,12;99,561;99,508
2014;9;14;8;4,63;140,13;67,62;26,0;99,57;4,743;4,537;139,831;139,608;67,717;68,118;26,126;25,826;99,58;99,516
2014;9;14;9;4,63;138,97;60,62;27,35;99,54;4,712;5,219;138,877;139,989;61,886;60,718;27,526;27,491;99,54;99,48
2014;9;14;10;4,67;140,02;55,62;28,43;99,46;4,755;4,661;139,947;138,961;58,006;56,44;28,489;28,599;99,464;99,416
2014;9;14;11;4,79;144,29;52,75;29,13;99,36;4,821;5,127;143,896;141,739;56,984;56,243;29,266;29,019;99,366;99,331
2014;9;14;12;5,03;149,45;51,75;29,44;99,26;5,051;5,067;149,675;148,156;56,699;56,211;29,421;29,057;99,267;99,239
2014;9;14;13;5,24;154,12;52,38;29,34;99,18;5,295;5,248;154,424;152,955;56,741;56,424;29,289;28,974;99,185;99,165
2014;9;14;14;5,41;157,77;54,0;28,86;99,14;5,534;5,441;157,499;156,719;56,762;56,781;28,852;28,641;99,141;99,124
2014;9;14;15;5,64;160,59;57,38;27,94;99,13;5,677;5,294;160,229;159,423;57,64;59,105;28,043;27,743;99,136;99,128
2014;9;14;16;5,96;161,99;63,5;26,55;99,16;5,822;5,449;161,61;161,396;63,499;64,475;26,517;26,268;99,163;99,172
2014;9;14;17;5,57;162,2;73,62;24,66;99,19;5,583;5,529;162,615;161,579;73,79;73,13;24,775;24,512;99,217;99,232
2014;9;14;18;4,66;160,2;82,12;23,53;99,25;4,863;5,059;160,487;160,778;81,307;81,72;23,512;23,215;99,27;99,295
2014;9;14;19;4,02;155,53;86,25;23,07;99,31;4,112;4,379;155,442;157,095;85,908;85,984;22,998;22,821;99,321;99,349
2014;9;14;20;3,6;150,76;88,5;22,81;99,38;3,622;3,483;150,589;150,354;87,837;88,932;22,795;22,44;99,371;99,383
2014;9;14;21;3,08;147,52;89,94;22,63;99,41;3,25;3,437;147,448;145,847;89,747;90,579;22,556;22,204;99,405;99,401
2014;9;14;22;2,79;150,06;90,62;22,51;99,42;2,885;2,985;149,814;144,301;90,819;91,426;22,426;22,055;99,416;99,405
2014;9;14;23;2,58;155,69;90,81;22,44;99,39;2,593;2,693;155,752;151,488;91,352;91,908;22,309;21,969;99,389;99,382
2014;9;15;0;2,58;159,26;90,75;22,38;99,36;2,51;2,692;158,969;160,974;91,331;92,117;22,222;21,908;99,345;99,328
2014;9;15;1;2,65;159,86;90,69;22,33;99,36;2,553;2,637;159,661;161,23;91,109;92,696;22,172;21,898;99,317;99,306
2014;9;15;2;2,76;158,95;90,81;22,29;99,37;2,701;2,77;158,946;159,187;91,158;92,774;22,179;21,833;99,335;99,298
2014;9;15;3;2,86;157,65;90,94;22,18;99,38;2,821;2,811;157,54;156,739;91,349;92,578;22,116;21,767;99,377;99,327
2014;9;15;4;2,83;153,08;91,19;22,01;99,41;2,883;3,021;153,21;154,637;91,423;91,901;22,057;21,813;99,412;99,377
2014;9;15;5;2,8;146,27;91,0;21,91;99,45;2,818;3,058;146,564;148,041;91,414;90,246;21,953;22,136;99,463;99,423
2014;9;15;6;3,56;141,5;83,81;23,26;99,49;3,383;3,051;141,621;140,324;84,478;83,344;23,149;23,371;99,503;99,466
2014;9;15;7;4,16;135,84;74,88;24,73;99,52;4,108;3,86;135,943;137,893;74,358;73,451;24,749;24,867;99,54;99,496
2014;9;15;8;4,49;131,48;67,19;26,16;99,54;4,4;4,59;131,551;132,24;67,364;64,315;26,131;26,222;99,542;99,497
2014;9;15;9;4,78;130,3;60,5;27,55;99,5;4,697;4,499;130,395;129,893;60,246;58,42;27,566;27,384;99,498;99,454
2014;9;15;10;5,03;133,68;55,88;28,62;99,42;5,024;5,085;133,858;131,391;56,769;56,4;28,607;28,317;99,432;99,391
2014;9;15;11;5,18;139,71;52,62;29,36;99,32;5,29;5,201;139,948;138,345;56,465;56,174;29,272;28,94;99,33;99,303
2014;9;15;12;5,4;145,92;50,88;29,7;99,21;5,454;5,396;145,734;145,465;56,208;56,169;29,592;29,274;99,224;99,21
2014;9;15;13;5,57;149,84;50,62;29,63;99,14;5,671;5,552;149,912;150,515;56,223;56,362;29,609;29,353;99,142;99,132
2014;9;15;14;5,61;151,4;51,5;29,23;99,1;5,796;5,64;151,606;151,89;56,298;56,707;29,177;29,061;99,102;99,082
2014;9;15;15;5,72;151,72;53,38;28,48;99,11;5,835;5,599;151,565;151,306;56,604;57,737;28,445;28,187;99,102;99,085
2014;9;15;16;5,73;154,03;57,75;27,17;99,15;5,789;5,513;153,842;150,447;59,421;62,218;27,159;26,857;99,148;99,135
2014;9;15;17;4,93;159,5;67,88;25,09;99,21;5,148;5,483;158,937;153,676;68,866;69,704;25,357;25,27;99,223;99,207
2014;9;15;18;4,33;162,48;77,25;23,76;99,29;4,422;4,327;162,008;161,559;77,33;77,285;23,959;24,086;99,29;99,286
2014;9;15;19;3,98;161,1;83,06;23,16;99,35;3,917;3,627;161,12;162,67;82,387;81,164;23,38;23,654;99,356;99,359
2014;9;15;20;3,7;157,55;86,31;22,75;99,4;3,648;3,846;157,477;158,317;85,189;84,391;22,868;23,185;99,405;99,41
2014;9;15;21;3,43;154,19;88,19;22,4;99,4;3,471;3,406;154,418;153,264;87,348;86,821;22,526;22,746;99,416;99,432
2014;9;15;22;3,21;153,12;89,44;22,12;99,39;3,293;3,297;153,219;150,524;89,215;88,436;22,193;22,409;99,396;99,421
2014;9;15;23;3,13;152,22;90,25;21,9;99,35;3,089;3,204;152,237;151,844;90,267;89,486;22,006;22,168;99,345;99,373
2014;9;16;0;3,01;151,18;91,0;21,66;99,31;3,049;3,023;151,371;152,137;91,084;90,168;21,782;21,942;99,295;99,298
2014;9;16;1;2,92;149,46;91,06;21,57;99,28;2,946;3,186;149,609;149,485;91,363;91,25;21,592;21,759;99,264;99,262
2014;9;16;2;2,78;146,71;90,94;21,55;99,27;2,881;2,878;146,8;147,214;91,601;92,023;21,457;21,516;99,255;99,251
2014;9;16;3;2,64;144,38;90,69;21,55;99,28;2,71;2,845;144,474;143,342;91,403;92,441;21,461;21,299;99,266;99,262
2014;9;16;4;2,56;141,56;90,94;21,45;99,3;2,589;2,767;141,621;140,962;91,242;92,01;21,46;21,165;99,308;99,295
2014;9;16;5;2,57;138,45;91,38;21,3;99,34;2,545;2,732;138,383;138,085;91,186;90,153;21,37;21,385;99,355;99,338
2014;9;16;6;3,01;135,42;84,69;22,83;99,38;2,938;2,928;135,312;135,242;84,923;82,45;22,836;22,916;99,398;99,378
2014;9;16;7;3,46;132,44;74,94;24,5;99,41;3,401;3,486;132,652;132,976;74,747;72,987;24,519;24,592;99,434;99,404
2014;9;16;8;3,66;129,29;65,06;26,23;99,42;3,645;3,717;129,48;130,79;66,151;63,443;26,118;26,065;99,435;99,398
2014;9;16;9;3,84;131,12;57,44;27,78;99,39;3,856;4,043;131,423;128,65;58,531;56,694;27,833;27,445;99,384;99,353
2014;9;16;10;4,2;137,11;52,62;28,89;99,31;4,195;4,04;137,071;134,505;56,053;56,022;28,94;28,592;99,322;99,284
2014;9;16;11;4,68;142,33;49,81;29,55;99,23;4,666;4,452;142,238;143,413;55,963;55,892;29,725;29,352;99,231;99,2
2014;9;16;12;5,07;146,63;48,56;29,83;99,13;5,118;4,958;146,169;146,62;56,055;55,968;29,904;29,661;99,132;99,114
2014;9;16;13;5,45;150,71;48,88;29,69;99,06;5,509;5,362;150,606;149,452;56,112;56,148;29,781;29,582;99,06;99,047
2014;9;16;14;5,89;153,94;50,44;29,23;99,01;5,821;5,501;154,003;152,874;56,202;56,501;29,31;29,137;99,019;99,014
2014;9;16;15;6,5;156,48;54,0;28,3;98,99;6,337;5,875;156,303;155,019;56,607;57,063;28,309;28,134;99,015;99,02
2014;9;16;16;7,03;158,28;61,25;26,7;99,02;6,763;6,352;157,915;156,713;60,786;60,704;26,854;26,64;99,031;99,059
2014;9;16;17;6,53;157,55;72,0;24,8;99,08;6,525;6,65;157,449;157,795;71,261;68,951;25,001;24,846;99,092;99,111
2014;9;16;18;5,66;153,19;80,12;23,72;99,15;5,807;5,891;153,204;154,972;79,209;78,52;23,77;23,523;99,165;99,173
2014;9;16;19;4,74;146,02;83,81;23,27;99,23;4,894;5,014;146,365;148,024;84,1;83,117;23,33;23,105;99,227;99,24
2014;9;16;20;3,92;139,45;86,12;22,92;99,29;4,104;4,111;139,735;139,146;85,849;86,173;22,969;22,72;99,286;99,289
2014;9;16;21;3,28;133,94;88,31;22,57;99,32;3,419;3,48;133,995;133,342;87,72;87,879;22,657;22,448;99,316;99,314
2014;9;16;22;2,88;129,39;90,12;22,3;99,32;2,962;2,995;129,5;129,959;89,593;88,788;22,336;22,29;99,316;99,313
2014;9;16;23;2,7;128,06;91,31;22,1;99,27;2,683;2,746;128,042;127,185;91,032;89,532;22,146;22,143;99,285;99,279
2014;9;17;0;2,67;128,95;92,44;21,89;99,23;2,645;2,688;128,851;128,642;92,031;90,278;21,925;21,976;99,223;99,214
2014;9;17;1;2,72;130,33;93,44;21,69;99,18;2,665;2,699;130,209;129,937;92,994;91,609;21,782;21,836;99,177;99,177
2014;9;17;2;2,78;130,22;93,94;21,57;99,17;2,738;2,772;130,185;131,354;93,878;92,766;21,593;21,626;99,159;99,159
2014;9;17;3;2,79;129,31;94,06;21,48;99,19;2,805;2,777;129,403;129,085;94,35;93,817;21,457;21,417;99,18;99,162
2014;9;17;4;2,87;126,15;93,88;21,41;99,23;2,852;2,956;126,174;127,361;94,331;94,204;21,365;21,28;99,227;99,191
2014;9;17;5;2,97;122,23;93,62;21,37;99,3;2,939;3,035;122,259;123,14;94,049;93,003;21,341;21,326;99,296;99,249
2014;9;17;6;3,77;119,7;85,12;23,01;99,38;3,627;3,28;120,009;119,381;86,083;85,831;22,807;22,759;99,362;99,311
2014;9;17;7;4,23;118,55;75,69;24,65;99,45;4,24;3,993;118,67;118,709;75,444;75,2;24,634;24,544;99,435;99,365
2014;9;17;8;4,3;118,66;66,94;26,3;99,49;4,302;4,735;118,724;119,144;65,234;64,112;26,176;26,261;99,473;99,395
2014;9;17;9;4,31;122,42;60,38;27,77;99,47;4,337;4,435;122,38;120,552;59,987;56,844;27,904;27,768;99,464;99,387
2014;9;17;10;4,43;129,78;55,94;28,92;99,4;4,424;4,612;130,01;127,145;56,702;56,116;29,03;28,832;99,4;99,348
2014;9;17;11;4,61;137,96;53,06;29,74;99,3;4,614;4,797;138,019;137,312;56,519;55,927;29,744;29,405;99,302;99,277
2014;9;17;12;4,9;145,73;51,38;30,22;99,2;4,904;4,962;145,787;144,538;56,29;55,986;30,023;29,647;99,206;99,192
2014;9;17;13;5,34;152,57;51,19;30,29;99,13;5,32;5,254;152,525;150,59;56,314;56,173;30,008;29,703;99,127;99,116
2014;9;17;14;5,94;157,35;53,0;29,8;99,08;5,794;5,692;157,511;155,885;56,323;56,52;29,673;29,51;99,088;99,072
2014;9;17;15;6,6;158,99;56,88;28,83;99,08;6,39;6,176;158,854;158,976;56,374;57,087;28,74;28,724;99,079;99,077
2014;9;17;16;7,27;159,75;64,25;27,24;99,14;6,892;6,678;159,628;158,151;62,174;61,415;27,242;27,255;99,12;99,116
2014;9;17;17;7,08;159,61;75,88;25,22;99,21;6,927;6,899;159,628;158,072;74,36;70,266;25,25;25,32;99,208;99,181
