-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.211 RMSE=0.28 sMAPE=6.89% R2=0.981
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.512° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=0.505 RMSE=0.664 MAE=0.51 R2=0.974
T2M | Model: XGB-BiLSTM [T2M] | MAE=0.1 RMSE=0.133 sMAPE=0.37% R2=0.969
PS | Model: XGB-BiLSTM [PS] | MAE=0.02 RMSE=0.026 MAE=0.02 R2=0.974

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **0.75 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **6.47 m/s**, terendah **0.33 m/s**. Puncak pukul **07:00**, terendah pukul **04:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **6.89%** | RMSE **0.28** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **232.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **283.96 derajat**, terendah **220.68 derajat**. Puncak pukul **14:00**, terendah pukul **06:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.512°** | Acc±15° **98.6%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **67.83 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **83.37 %**, terendah **66.87 %**. Puncak pukul **07:00**, terendah pukul **15:00**. Model: **XGB-LSTM [RH2M]** | MAE **0.51%** | RMSE **0.664** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **25.24 °C**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **27.57 °C**, terendah **24.60 °C**. Puncak pukul **09:00**, terendah pukul **02:00**. Model: **XGB-BiLSTM [T2M]** | sMAPE **0.37%** | RMSE **0.133** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **100.32 kPa**, kategori **normal**, tren relatif stabil sepanjang periode. Tertinggi **100.86 kPa**, terendah **100.28 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-BiLSTM [PS]** | MAE **0.02%** | RMSE **0.026** (akurasi **tinggi**).


Rata-rata error keseluruhan: **1.95%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_BiLSTM_T2M;XGB_Base_PS;XGB_BiLSTM_PS
2013;1;6;11;5,76;251,84;82,38;26,64;100,64;5,622;5,304;251,76;250,285;82,684;82,961;26,463;26,296;100,629;100,605
2013;1;6;12;6,01;257,08;81,44;27,0;100,56;5,752;5,612;257,137;259,265;81,525;81,546;26,855;26,369;100,563;100,532
2013;1;6;13;6,11;255,04;80,88;27,16;100,49;6,033;5,829;254,943;259,071;80,812;80,928;27,105;26,699;100,488;100,473
2013;1;6;14;6,13;250,41;80,19;27,22;100,45;6,11;6,245;250,504;252,832;80,454;80,981;27,231;27,089;100,444;100,429
2013;1;6;15;5,97;247,46;79,38;27,15;100,45;6,063;6,1;247,473;247,189;80,066;80,768;27,171;27,271;100,432;100,412
2013;1;6;16;5,64;249,33;79,0;27,03;100,49;5,83;5,917;249,358;245,485;79,673;79,9;26,97;27,181;100,478;100,44
2013;1;6;17;5,23;255,55;79,56;26,85;100,56;5,402;5,578;255,07;250,509;80,384;79,606;26,728;26,925;100,549;100,507
2013;1;6;18;5,01;262,39;80,31;26,65;100,64;4,984;5,035;261,729;257,951;80,989;80,268;26,499;26,678;100,622;100,595
2013;1;6;19;5,05;266,9;80,19;26,66;100,69;4,876;4,767;265,625;264,721;80,903;81,137;26,525;26,548;100,696;100,681
2013;1;6;20;5,26;271,36;80,62;26,66;100,75;5,024;4,94;269,216;267,618;80,645;80,998;26,565;26,517;100,745;100,74
2013;1;6;21;5,91;275,08;81,56;26,61;100,78;5,526;5,219;273,546;272,785;81,293;80,752;26,541;26,574;100,77;100,749
2013;1;6;22;6,58;277,02;82,62;26,36;100,8;6,238;5,729;276,268;276,085;82,185;81,928;26,424;26,61;100,783;100,739
2013;1;6;23;6,57;278,34;83,19;25,97;100,77;6,649;6,733;278,603;276,64;83,388;83,111;26,204;26,486;100,76;100,715
2013;1;7;0;5,73;279,81;83,38;25,61;100,71;6,376;6,719;279,591;277,488;83,785;83,822;25,83;26,133;100,704;100,669
2013;1;7;1;4,7;280,06;82,62;25,44;100,65;5,195;5,607;279,591;279,237;83,483;83,829;25,524;25,746;100,64;100,627
2013;1;7;2;4,14;279,02;80,56;25,58;100,59;4,258;4,242;278,891;278,296;81,88;83,294;25,458;25,419;100,592;100,593
2013;1;7;3;4,04;278,33;78,81;25,88;100,55;3,876;3,736;278,669;276,74;79,883;81,227;25,585;25,327;100,565;100,592
2013;1;7;4;3,97;280,67;78,44;26,16;100,54;3,843;3,969;280,527;278,084;78,391;78,328;26,012;25,498;100,545;100,608
2013;1;7;5;3,84;285,45;79,31;26,37;100,57;3,901;4,243;284,645;282,386;78,524;77,215;26,371;26,026;100,56;100,636
2013;1;7;6;3,62;289,53;80,62;26,81;100,61;3,723;4,141;289,256;288,47;79,705;78,296;26,728;26,661;100,618;100,675
2013;1;7;7;3,74;291,47;79,62;27,33;100,65;3,667;4,028;290,696;291,709;79,766;80,136;27,196;27,23;100,666;100,718
2013;1;7;8;3,87;292,53;79,25;27,66;100,67;3,725;3,816;292,498;292,215;79,252;79,798;27,595;27,726;100,69;100,739
2013;1;7;9;3,94;292,6;79,31;27,93;100,67;3,963;4,06;292,674;292,86;78,693;77,604;27,876;28,053;100,678;100,721
2013;1;7;10;4,2;288,54;79,12;28,08;100,64;4,081;4,019;288,979;292,118;78,91;78,64;28,083;28,179;100,646;100,666
2013;1;7;11;4,55;283,2;79,44;28,12;100,61;4,357;4,072;283,138;285,42;79,104;78,873;28,177;28,172;100,601;100,593
2013;1;7;12;4,69;278,33;79,81;28,09;100,57;4,72;4,651;279,229;280,101;79,251;78,781;28,128;28,132;100,55;100,522
2013;1;7;13;4,85;273,7;80,44;28,01;100,51;4,843;4,894;274,466;275,855;80,247;80,205;28,012;28,023;100,499;100,479
2013;1;7;14;5,03;270,98;81,25;27,85;100,47;4,968;4,736;271,684;270,989;81,027;80,555;27,869;27,83;100,462;100,464
2013;1;7;15;4,95;268,92;81,81;27,7;100,46;5,08;5,003;269,336;269,372;82,019;81,648;27,714;27,576;100,45;100,458
2013;1;7;16;4,7;265,62;82,62;27,5;100,51;4,938;5,061;265,518;267,3;82,601;82,652;27,493;27,296;100,492;100,473
2013;1;7;17;4,49;263,01;84,56;27,19;100,6;4,581;4,578;262,872;263,237;83,989;83,066;27,201;27,086;100,571;100,527
2013;1;7;18;4,44;261,09;86,25;26,9;100,67;4,32;4,319;260,909;261,521;85,811;84,618;26,914;26,967;100,659;100,623
2013;1;7;19;4,56;258,54;86,56;26,81;100,72;4,394;4,371;258,326;260,267;86,619;86,546;26,8;26,838;100,729;100,732
2013;1;7;20;4,68;259,12;86,31;26,83;100,75;4,587;4,557;259,022;257,738;86,65;86,805;26,762;26,697;100,774;100,791
2013;1;7;21;4,84;260,43;86,12;26,87;100,74;4,785;4,808;260,378;260,283;86,416;86,357;26,793;26,638;100,764;100,79
2013;1;7;22;4,98;261,16;86,06;26,93;100,7;4,919;4,911;260,418;261,686;86,253;85,938;26,831;26,667;100,709;100,75
2013;1;7;23;5,22;262,61;86,12;26,94;100,64;5,1;5,03;262,101;261,936;86,191;85,808;26,847;26,694;100,642;100,677
2013;1;8;0;5,58;264,13;85,62;27,01;100,57;5,395;5,097;263,533;263,791;86,173;85,664;26,858;26,687;100,58;100,573
2013;1;8;1;6,0;266,27;84,88;27,08;100,5;5,801;5,5;266,071;265,054;85,511;85,458;26,928;26,792;100,507;100,497
2013;1;8;2;6,33;267,95;84,44;27,1;100,47;6,161;5,96;267,339;267,672;84,754;84,313;27,046;26,925;100,468;100,445
2013;1;8;3;6,4;268,25;84,25;27,1;100,46;6,419;6,426;267,339;268,981;84,151;83,764;27,062;27,032;100,458;100,432
2013;1;8;4;6,16;266,58;83,69;27,15;100,5;6,342;6,554;266,332;269,086;83,904;83,998;27,092;27,107;100,498;100,464
2013;1;8;5;5,77;265,11;83,06;27,21;100,56;5,958;6,236;264,814;266,341;83,397;83,767;27,18;27,187;100,554;100,524
2013;1;8;6;5,45;264,24;82,44;27,5;100,63;5,526;5,719;264,471;265,582;82,36;82,62;27,448;27,342;100,619;100,604
2013;1;8;7;5,49;264,86;80,75;27,86;100,7;5,313;5,344;264,519;265,243;80,946;81,688;27,819;27,588;100,69;100,679
2013;1;8;8;5,57;267,99;79,69;28,04;100,74;5,391;5,378;267,044;267,007;79,543;79,807;28,103;27,94;100,739;100,727
2013;1;8;9;5,64;271,59;79,12;28,2;100,75;5,636;5,729;269,359;271,808;78,783;78,384;28,267;28,238;100,742;100,743
2013;1;8;10;6,09;274,78;79,06;28,3;100,73;5,837;5,651;273,704;274,901;78,512;78,348;28,365;28,329;100,721;100,721
2013;1;8;11;6,78;276,15;79,25;28,3;100,69;6,367;5,918;275,569;277,14;78,981;78,461;28,361;28,287;100,68;100,672
2013;1;8;12;7,39;276,19;79,31;28,26;100,63;7,121;6,918;275,978;276,954;79,127;79,268;28,296;28,244;100,618;100,621
2013;1;8;13;7,76;275,84;79,5;28,19;100,56;7,625;7,522;275,963;276,151;79,573;79,498;28,2;28,16;100,559;100,578
2013;1;8;14;7,89;275,06;80,12;28,05;100,5;7,857;7,716;275,144;275,554;80,163;79,807;28,102;28,007;100,502;100,545
2013;1;8;15;7,9;274,2;81,5;27,83;100,48;7,86;7,751;275,088;274,456;80,942;80,733;27,897;27,806;100,484;100,523
2013;1;8;16;7,64;272,58;83,31;27,58;100,5;7,79;7,605;272,842;273,433;82,693;82,241;27,67;27,568;100,493;100,525
2013;1;8;17;7,25;270,43;85,12;27,28;100,57;7,455;7,439;271,182;271,15;84,701;84,408;27,347;27,324;100,56;100,563
2013;1;8;18;7,13;268,24;85,94;27,0;100,65;7,099;6,958;268,705;268,666;86,063;85,846;27,061;27,133;100,636;100,631
2013;1;8;19;7,14;266,99;85,94;26,87;100,7;6,996;6,769;266,189;266,545;86,21;86,242;26,913;26,989;100,709;100,713
2013;1;8;20;7,12;266,35;85,5;26,8;100,75;7,11;7,126;266,189;266,131;85,948;85,853;26,817;26,866;100,757;100,774
2013;1;8;21;7,02;265,41;84,94;26,76;100,76;7,044;7,081;265,493;266,021;85,377;85,51;26,762;26,789;100,769;100,782
2013;1;8;22;6,66;264,48;84,44;26,75;100,74;6,857;6,921;264,759;264,922;84,704;84,932;26,706;26,706;100,746;100,759
2013;1;8;23;6,3;263,52;84,25;26,7;100,67;6,5;6,641;263,779;264,062;84,424;84,449;26,674;26,599;100,679;100,707
2013;1;9;0;6,09;262,48;84,06;26,64;100,59;6,156;5,963;262,72;263,021;84,385;84,074;26,62;26,483;100,6;100,62
2013;1;9;1;5,9;262,92;84,06;26,56;100,53;5,905;5,958;262,434;261,913;84,292;83,89;26,581;26,474;100,527;100,537
2013;1;9;2;5,63;264,59;84,44;26,44;100,5;5,738;5,849;264,232;263,246;84,315;83,762;26,482;26,453;100,494;100,479
2013;1;9;3;5,34;267,06;85,25;26,31;100,51;5,436;5,56;266,071;265,741;84,66;84,239;26,39;26,373;100,495;100,48
2013;1;9;4;5,34;265,47;86,31;26,19;100,55;5,248;5,258;265,67;269,628;85,487;84,945;26,269;26,31;100,547;100,525
2013;1;9;5;5,66;261,98;86,88;26,19;100,6;5,395;5,193;262,296;265,09;86,472;85,859;26,218;26,315;100,605;100,598
2013;1;9;6;6,17;259,27;86,62;26,4;100,65;5,851;5,7;259,663;261,483;86,616;86,615;26,418;26,401;100,659;100,672
2013;1;9;7;6,79;257,79;85,88;26,61;100,69;6,482;6,353;257,482;259,974;85,683;85,894;26,635;26,593;100,702;100,72
2013;1;9;8;7,45;258,69;85,12;26,73;100,71;7,173;6,992;258,169;259,42;84,81;84,482;26,803;26,875;100,734;100,732
2013;1;9;9;8,1;261,57;84,19;26,81;100,71;7,766;7,642;261,119;261,522;84,134;84,069;26,903;27,078;100,714;100,71
2013;1;9;10;8,74;266,16;83,38;26,85;100,69;8,356;8,207;265,783;265,1;83,336;83,196;26,9;27,061;100,675;100,666
2013;1;9;11;9,16;270,44;83,0;26,82;100,64;8,859;8,765;269,163;270,393;82,842;82,51;26,894;26,968;100,624;100,614
2013;1;9;12;9,44;272,56;83,25;26,74;100,58;9,228;9,181;271,208;273,832;82,743;82,355;26,806;26,885;100,577;100,564
2013;1;9;13;9,69;273,1;83,81;26,62;100,5;9,432;9,175;273,59;274,055;83,645;82,875;26,668;26,795;100,509;100,515
2013;1;9;14;9,8;273,2;84,5;26,49;100,45;9,546;9,363;273,528;273,413;84,241;84,114;26,559;26,661;100,458;100,474
2013;1;9;15;9,73;273,41;85,38;26,4;100,44;9,524;9,551;273,867;273,115;85,015;84,997;26,44;26,486;100,437;100,447
2013;1;9;16;9,66;274,59;86,5;26,32;100,48;9,52;9,355;274,693;273,3;85,866;85,924;26,345;26,32;100,468;100,457
2013;1;9;17;9,69;276,76;87,06;26,29;100,54;9,512;9,23;276,666;275,167;86,913;86,761;26,251;26,227;100,539;100,515
2013;1;9;18;9,74;278,99;87,0;26,29;100,6;9,482;9,363;278,622;277,696;87,539;87,163;26,214;26,223;100,61;100,603
2013;1;9;19;9,8;280,52;86,69;26,24;100,65;9,508;9,492;280,085;279,798;87,071;86,578;26,242;26,283;100,663;100,682
2013;1;9;20;9,78;280,68;86,0;26,23;100,69;9,492;9,525;280,735;280,886;86,508;86,287;26,244;26,353;100,702;100,725
2013;1;9;21;9,6;279,65;85,81;26,26;100,69;9,492;9,543;279,791;280,304;85,966;85,862;26,227;26,337;100,71;100,731
2013;1;9;22;9,24;278,56;86,12;26,29;100,65;9,494;9,291;278,607;278,723;85,961;85,401;26,291;26,252;100,666;100,708
2013;1;9;23;8,87;276,77;86,5;26,35;100,58;9,177;8,836;276,933;277,717;86,333;85,964;26,318;26,18;100,584;100,646
2013;1;10;0;8,52;272,36;86,62;26,46;100,5;8,666;8,394;273,281;275,44;86,665;86,391;26,36;26,139;100,513;100,54
2013;1;10;1;8,42;267,02;86,94;26,51;100,43;8,479;8,291;268,409;269,167;86,89;86,543;26,473;26,257;100,438;100,455
2013;1;10;2;8,71;262,95;87,06;26,55;100,38;8,426;8,021;262,968;263,409;87,084;86,602;26,526;26,43;100,393;100,403
2013;1;10;3;9,29;264,4;87,06;26,58;100,37;8,815;8,546;264,471;260,745;87,139;87,052;26,563;26,567;100,382;100,393
2013;1;10;4;9,66;267,64;86,62;26,62;100,41;9,381;9,315;267,01;266,642;86,773;86,806;26,589;26,687;100,405;100,408
2013;1;10;5;9,77;269,68;86,06;26,58;100,46;9,584;9,863;269,13;271,102;86,359;86,327;26,641;26,834;100,453;100,46
2013;1;10;6;9,79;269,5;85,31;26,69;100,52;9,509;9,759;269,038;272,513;85,398;85,204;26,722;26,983;100,527;100,532
2013;1;10;7;9,84;267,59;84,44;26,98;100,58;9,791;9,662;267,305;270,971;83,931;84,263;26,939;27,062;100,585;100,59
2013;1;10;8;10,14;265,76;83,62;27,24;100,61;10,087;9,718;265,588;268,023;83,022;83,275;27,171;27,153;100,625;100,619
2013;1;10;9;10,47;264,91;82,94;27,46;100,62;10,12;9,891;264,784;266,431;82,825;82,516;27,423;27,359;100,628;100,619
2013;1;10;10;10,49;265,26;82,44;27,6;100,58;10,126;10,422;265,373;266,095;82,315;82,024;27,627;27,588;100,592;100,586
2013;1;10;11;10,34;265,5;81,94;27,71;100,52;10,117;10,355;265,373;266,898;81,92;81,848;27,685;27,742;100,525;100,532
2013;1;10;12;10,23;265,05;81,5;27,76;100,44;10,14;9,889;264,88;266,461;81,583;81,681;27,736;27,792;100,451;100,459
2013;1;10;13;10,02;264,72;81,88;27,7;100,35;10,115;9,895;264,57;265,115;81,56;81,361;27,688;27,771;100,377;100,387
2013;1;10;14;9,75;263,88;81,94;27,64;100,31;10,117;9,802;263,823;264,619;82,109;81,759;27,585;27,688;100,308;100,333
2013;1;10;15;9,27;262,98;81,69;27,58;100,32;9,518;9,402;262,702;263,161;82,163;82,817;27,49;27,517;100,308;100,315
2013;1;10;16;9,12;264,25;82,19;27,4;100,37;9,184;9,129;264,483;262,202;82,19;82,19;27,389;27,331;100,35;100,322
2013;1;10;17;8,96;266,45;83,44;27,14;100,43;8,993;8,707;265,975;264,79;83,268;82,429;27,162;27,217;100,44;100,391
2013;1;10;18;8,41;268,08;84,62;26,94;100,51;8,676;9,009;267,244;267,52;84,451;83,757;26,899;27,121;100,503;100,484
2013;1;10;19;7,96;269,44;85,0;26,9;100,56;8,268;8,444;267,831;268,839;84,992;84,871;26,885;26,985;100,573;100,563
2013;1;10;20;7,73;270,06;85,25;26,9;100,59;7,832;7,534;269,636;270,25;85,272;85,382;26,868;26,876;100,612;100,615
2013;1;10;21;8,12;269,12;85,25;26,89;100,6;7,735;7,682;268,525;270,469;85,422;85,22;26,856;26,875;100,619;100,624
2013;1;10;22;8,83;269,9;84,88;26,94;100,6;8,267;7,834;269,559;268,428;85,342;85,575;26,871;26,904;100,602;100,59
2013;1;10;23;9,37;271,96;84,5;26,98;100,57;9,098;8,86;271,777;270,725;84,906;85,12;26,89;26,868;100,564;100,537
2013;1;11;0;9,61;274,52;84,69;26,96;100,52;9,486;9,495;274,368;273,472;84,671;84,442;26,945;26,81;100,516;100,477
2013;1;11;1;9,82;276,67;85,19;26,9;100,45;9,584;9,492;276,305;276,115;84,934;84,326;26,86;26,881;100,449;100,438
2013;1;11;2;9,91;278,43;85,69;26,84;100,42;9,83;9,609;278,674;277,614;85,466;84,977;26,822;26,907;100,416;100,406
2013;1;11;3;9,73;279,61;85,81;26,84;100,42;10,137;9,879;279,595;279,002;85,836;85,631;26,804;26,82;100,41;100,396
2013;1;11;4;9,33;280,76;85,69;26,88;100,46;9,463;9,61;280,565;280,428;85,78;85,764;26,813;26,77;100,451;100,427
2013;1;11;5;8,95;282,04;85,69;26,94;100,52;9,142;9,16;281,663;281,892;85,671;85,236;26,902;26,876;100,506;100,494
2013;1;11;6;9,02;282,65;85,88;27,1;100,58;8,977;8,735;282,812;283,41;85,582;84,93;27,1;27,109;100,577;100,573
2013;1;11;7;9,47;282,63;86,0;27,29;100,65;9,047;8,742;282,864;283,62;85,055;84,898;27,347;27,357;100,642;100,641
2013;1;11;8;9,85;282,18;86,12;27,37;100,68;9,585;9,511;281,938;283,278;85,329;85,113;27,45;27,563;100,684;100,677
2013;1;11;9;10,12;282,35;86,12;27,42;100,68;10,207;9,968;281,866;282,533;85,783;85,188;27,482;27,648;100,69;100,686
2013;1;11;10;10,05;283,35;85,31;27,48;100,66;10,209;9,931;283,114;282,948;85,722;85,34;27,481;27,611;100,654;100,656
2013;1;11;11;9,86;284,79;84,19;27,55;100,63;10,201;9,965;284,971;284,007;84,762;84,773;27,499;27,526;100,612;100,595
2013;1;11;12;9,76;286,55;82,62;27,68;100,56;10,209;9,459;286,695;285,175;83,205;83,173;27,609;27,5;100,552;100,54
2013;1;11;13;9,58;290,22;81,75;27,76;100,48;9,59;9,427;289,785;286,653;82,046;82,089;27,708;27,543;100,486;100,504
2013;1;11;14;9,48;296,63;81,81;27,78;100,4;9,562;9,506;296,621;290,974;81,233;80,995;27,754;27,618;100,423;100,467
2013;1;11;15;9,95;302,47;82,38;27,72;100,37;9,577;9,174;302,143;298,107;81,988;81,599;27,71;27,645;100,39;100,433
2013;1;11;16;10,73;302,06;83,25;27,58;100,42;10,24;9,683;301,415;303,04;83,116;83,019;27,563;27,563;100,394;100,417
2013;1;11;17;11,04;296,38;84,06;27,34;100,52;10,228;10,923;296,408;298,782;84,192;84,118;27,367;27,408;100,479;100,449
2013;1;11;18;10,8;287,91;84,56;27,08;100,64;10,161;11,226;288,608;291,123;84,97;84,807;27,13;27,244;100,595;100,544
2013;1;11;19;10,18;280,44;84,69;26,98;100,73;10,098;10,572;280,783;282,04;84,848;84,859;27,036;27,094;100,704;100,671
2013;1;11;20;9,46;276,78;85,0;26,98;100,78;10,058;9,977;277,067;276,178;84,916;84,707;26,962;26,966;100,775;100,78
2013;1;11;21;8,97;280,08;85,81;27,07;100,76;9,464;9,14;279,531;275,253;85,447;84,905;26,962;26,916;100,794;100,822
2013;1;11;22;8,91;286,19;87,31;27,16;100,71;8,938;8,665;285,432;282,243;86,448;85,582;27,094;26,946;100,725;100,789
2013;1;11;23;9,33;290,38;87,81;27,2;100,65;9,011;8,77;289,644;288,728;87,57;86,968;27,2;27,011;100,649;100,692
2013;1;12;0;9,68;292,05;87,25;27,19;100,59;9,299;9,149;291,282;290,769;87,916;88,143;27,17;27,041;100,583;100,573
2013;1;12;1;9,84;292,74;86,38;27,19;100,56;9,582;9,871;292,676;291,334;87,112;87,335;27,136;27,123;100,53;100,51
2013;1;12;2;9,77;293,67;86,06;27,13;100,54;9,898;9,67;293,46;291,497;86,265;86,018;27,123;27,143;100,519;100,492
2013;1;12;3;9,7;294,21;85,44;27,08;100,55;9,567;9,563;294,029;292,721;85,568;85,475;27,077;27,093;100,54;100,527
2013;1;12;4;9,53;295,24;84,81;27,05;100,59;9,493;9,432;295,319;293,653;85,018;85,244;27,048;27,07;100,582;100,583
2013;1;12;5;9,18;297,35;84,62;27,03;100,66;9,555;9,373;297,455;295,34;84,405;84,224;27,029;27,118;100,645;100,646
2013;1;12;6;8,92;299,82;84,5;27,09;100,72;9,127;9,056;299,76;298,126;84,394;83,871;27,122;27,233;100,711;100,714
2013;1;12;7;9,05;301,73;83,62;27,36;100,78;9,046;8,697;301,441;300,499;83,357;83,845;27,34;27,346;100,778;100,777
2013;1;12;8;9,25;303,07;82,38;27,62;100,8;9,077;8,938;303,292;301,711;82,463;82,997;27,568;27,468;100,816;100,808
2013;1;12;9;9,34;304,61;81,38;27,88;100,8;9,312;9,372;304,118;302,401;81,305;81,277;27,83;27,669;100,801;100,802
2013;1;12;10;9,43;304,7;81,12;28,02;100,78;9,305;9,265;304,138;303,648;80,637;80,186;28,037;27,912;100,766;100,759
2013;1;12;11;9,57;303,17;81,06;28,06;100,72;9,453;9,26;303,359;302,42;80,657;79,993;28,114;28,106;100,712;100,701
2013;1;12;12;9,61;301,34;80,88;28,11;100,63;9,613;9,476;301,598;299,981;81,049;80,761;28,109;28,17;100,642;100,648
2013;1;12;13;9,57;299,22;81,12;28,07;100,53;9,609;9,537;299,229;298,132;81,199;80,675;28,06;28,089;100,554;100,585
2013;1;12;14;9,44;297,24;81,75;27,98;100,44;9,591;9,429;297,636;295,863;81,396;81,256;27,999;27,962;100,474;100,516
2013;1;12;15;9,27;296,26;82,81;27,84;100,44;9,232;9,378;296,212;294,09;82,4;82,438;27,858;27,806;100,438;100,465
2013;1;12;16;9,1;295,53;84,06;27,66;100,48;9,241;9,216;295,292;293,774;83,684;83,557;27,687;27,61;100,454;100,458
2013;1;12;17;8,82;295,09;84,81;27,53;100,55;9,0;9,051;295,297;293,211;85,014;84,992;27,464;27,429;100,54;100,526
2013;1;12;18;8,64;295,08;85,44;27,37;100,64;8,676;8,803;295,267;293,136;85,671;85,394;27,322;27,317;100,62;100,628
2013;1;12;19;8,78;295,06;85,44;27,3;100,72;8,625;8,435;295,267;293,529;85,668;85,291;27,31;27,3;100,711;100,716
2013;1;12;20;8,93;295,15;85,38;27,21;100,78;8,751;8,619;295,267;293,584;85,556;85,589;27,236;27,304;100,778;100,776
2013;1;12;21;9,0;296,12;85,31;27,14;100,8;8,939;9,011;295,297;293,796;85,564;85,284;27,163;27,276;100,805;100,799
2013;1;12;22;9,08;298,17;85,75;27,04;100,77;8,917;8,893;298,034;295,195;85,567;85,449;27,068;27,177;100,781;100,785
2013;1;12;23;9,1;299,69;86,38;26,94;100,69;9,075;8,964;298,976;297,487;86,088;85,664;26,972;27,004;100,709;100,734
2013;1;13;0;8,97;300,41;86,44;26,9;100,6;9,054;9,032;299,937;298,073;86,61;86,092;26,878;26,809;100,623;100,639
2013;1;13;1;8,81;299,91;86,0;26,98;100,54;8,877;8,879;299,937;298,778;86,54;86,384;26,853;26,758;100,542;100,55
2013;1;13;2;8,67;299,25;85,81;27,05;100,51;8,744;8,588;299,146;297,4;86,041;85,733;26,962;26,796;100,504;100,491
2013;1;13;3;8,53;298,79;86,06;27,05;100,51;8,535;8,528;299,146;296,943;85,83;85,422;27,066;26,895;100,501;100,497
2013;1;13;4;8,23;299,02;86,31;27,05;100,53;8,373;8,425;298,986;297,361;85,979;85,465;27,072;27,062;100,537;100,549
2013;1;13;5;7,96;299,46;85,94;27,11;100,59;8,091;8,22;298,986;298,327;86,112;85,915;27,082;27,208;100,592;100,611
2013;1;13;6;7,9;299,89;85,69;27,23;100,65;7,909;7,809;299,937;298,988;85,668;85,613;27,273;27,325;100,651;100,666
2013;1;13;7;8,0;300,9;85,0;27,48;100,69;7,901;7,83;301,19;299,427;84,398;84,49;27,516;27,463;100,707;100,715
2013;1;13;8;8,24;301,63;84,19;27,65;100,69;8,051;8,092;301,551;300,639;83,833;84,082;27,659;27,641;100,726;100,74
2013;1;13;9;8,5;301,23;83,44;27,84;100,66;8,273;8,248;301,537;300,801;83,252;82,975;27,86;27,819;100,683;100,712
2013;1;13;10;8,72;299,83;82,69;28,01;100,62;8,554;8,572;300,034;299,486;82,847;82,535;27,988;27,952;100,61;100,638
2013;1;13;11;8,96;297,71;81,94;28,13;100,57;8,826;8,734;297,665;297,46;81,844;82,133;28,118;28,044;100,552;100,548
2013;1;13;12;9,26;296,61;82,19;28,1;100,51;9,024;8,866;296,98;294,94;81,619;81,328;28,15;28,141;100,501;100,477
2013;1;13;13;9,48;296,76;82,5;28,05;100,44;9,349;9,2;296,965;294,469;82,469;81,632;28,081;28,174;100,44;100,431
2013;1;13;14;9,56;298,62;83,31;27,87;100,4;9,619;9,455;298,941;295,041;83,094;83,144;27,922;28,049;100,401;100,403
2013;1;13;15;9,52;302,02;85,0;27,55;100,42;9,575;9,451;301,24;297,536;84,181;83,514;27,716;27,803;100,397;100,39
2013;1;13;16;9,71;304,24;86,62;27,3;100,48;9,571;9,399;304,045;301,305;85,866;85,616;27,416;27,487;100,45;100,417
2013;1;13;17;9,94;304,1;87,88;27,11;100,53;9,562;9,47;304,11;302,906;87,413;87,418;27,134;27,151;100,536;100,499
2013;1;13;18;9,81;302,04;88,75;26,95;100,57;10,142;9,952;301,59;301,649;88,464;87,709;26,929;26,968;100,59;100,602
2013;1;13;19;9,07;298,37;89,06;26,9;100,64;9,579;9,857;298,37;298,74;88,968;88,451;26,911;26,96;100,645;100,668
2013;1;13;20;8,07;296,94;89,44;26,86;100,68;8,785;8,974;296,974;294,685;89,372;88,597;26,873;26,981;100,69;100,687
2013;1;13;21;7,31;299,88;89,56;26,9;100,68;7,731;7,746;299,738;294,999;89,576;88,875;26,863;26,965;100,701;100,7
2013;1;13;22;7,06;304,53;88,94;26,95;100,64;7,154;6,938;303,936;300,028;89,382;89,33;26,881;26,9;100,665;100,691
